,itemid,num_patients
0,742,22435
1,762,22901
2,763,16553
3,768,1726
4,769,10723
5,770,10680
6,772,10206
7,773,10427
8,774,8
9,775,6938
10,776,15167
11,777,15664
12,778,15711
13,779,15703
14,780,15791
15,781,22407
16,782,7
17,783,7587
18,784,11352
19,785,8280
20,786,20167
21,787,22298
22,788,22305
23,789,2248
24,791,22412
25,792,179
26,793,1453
27,794,5
28,795,6248
29,796,8972
30,797,8972
31,798,8972
32,799,8972
33,800,8971
34,801,999
35,802,1878
36,803,5188
37,804,833
38,805,295
39,806,6552
40,807,15981
41,808,161
42,809,447
43,810,223
44,811,22460
45,812,27
46,813,22471
47,814,22251
48,815,20099
49,816,13328
50,817,8032
51,818,11839
52,819,5
53,820,67
54,821,21760
55,822,3859
56,823,4757
57,824,20058
58,825,20071
59,826,156
60,827,20287
61,828,22331
62,829,22493
63,831,42
64,832,42
65,833,22229
66,834,16697
67,835,640
68,836,1780
69,837,22423
70,838,1049
71,842,58
72,844,130
73,845,21
74,846,76
75,847,36
76,848,9907
77,849,915
78,850,3167
79,851,2153
80,852,1732
81,853,1400
82,854,448
83,855,3901
84,856,1302
85,857,3770
86,858,4521
87,859,4474
88,860,4778
89,861,22266
90,916,22901
91,917,22900
92,919,22901
93,920,22901
94,924,22901
95,925,22901
96,926,30762
97,927,22901
98,930,22901
99,935,22901
100,938,2
101,940,197
102,941,8
103,942,2
104,944,9
105,946,10
106,956,9
107,964,1
108,968,24
109,970,63
110,972,35
111,977,6
112,981,1
113,983,2
114,986,173
115,987,7
116,993,58
117,996,41
118,1000,3
119,1001,11
120,1003,13
121,1010,89
122,1011,1
123,1015,26
124,1019,2
125,1022,68
126,1023,1
127,1027,9
128,1028,8
129,1029,2
130,1032,11
131,1034,1
132,1035,1
133,1036,1
134,1037,2
135,1038,1
136,1039,2
137,1040,1
138,1041,1
139,1042,1
140,1043,10455
141,1044,15059
142,1045,10375
143,1046,21685
144,1047,13511
145,1048,35
146,1049,1
147,1050,1
148,1051,5
149,1052,1
150,1053,1
151,1054,23
152,1055,1
153,1056,8
154,1057,2
155,1058,1
156,1059,2
157,1060,18
158,1061,1
159,1062,5
160,1063,3085
161,1066,42
162,1067,2
163,1069,1
164,1070,9
165,1077,3
166,1078,1299
167,1087,19674
168,1089,15123
169,1090,1224
170,1093,4
171,1094,2
172,1095,1
173,1096,1
174,1097,4
175,1098,1
176,1099,1
177,1100,1
178,1101,14
179,1102,7
180,1103,2
181,1104,4
182,1106,2
183,1107,1
184,1108,6
185,1110,2
186,1111,1
187,1112,1
188,1113,1
189,1114,1
190,1115,22
191,1116,1
192,1117,5
193,1118,6
194,1119,10
195,1120,9
196,1121,36
197,1122,4
198,1123,1
199,1124,1
200,1125,20426
201,1126,14880
202,1127,21168
203,1133,3
204,1134,2
205,1136,9
206,1162,17358
207,1165,1
208,1187,4
209,1188,8
210,1189,1
211,1190,1
212,1191,5594
213,1192,1
214,1193,3
215,1194,1
216,1195,1
217,1196,1
218,1197,1
219,1198,1
220,1199,2
221,1200,1
222,1201,1
223,1202,2
224,1203,6
225,1204,1
226,1205,1
227,1206,1
228,1207,1
229,1208,1
230,1209,1
231,1210,1
232,1211,196
233,1212,1
234,1213,1
235,1214,2
236,1215,1
237,1216,2
238,1217,1
239,1218,1
240,1219,1
241,1220,1
242,1221,1
243,1222,3
244,1223,16
245,1224,1
246,1225,1
247,1226,6
248,1227,3
249,1228,2
250,1229,8
251,1230,1
252,1231,1
253,1232,1
254,1233,11
255,1286,15759
256,1310,3
257,1311,6
258,1312,1
259,1313,9
260,1314,1
261,1315,1
262,1316,1
263,1317,3
264,1321,1
265,1322,1
266,1323,1
267,1324,5
268,1325,3
269,1326,1
270,1327,2
271,1328,2230
272,1329,2196
273,1330,2220
274,1331,6
275,1332,1
276,1333,1
277,1334,1
278,1335,1
279,1336,32
280,1337,19760
281,1338,1
282,1339,1
283,1340,139
284,1341,1
285,1342,8
286,1343,5
287,1346,1
288,1348,9
289,1350,1
290,1352,5
291,1353,2
292,1354,1
293,1355,1
294,1356,1
295,1357,1
296,1358,1
297,1359,4
298,1360,1
299,1361,1
300,1362,1
301,1363,3
302,1364,2
303,1365,1
304,1366,11
305,1367,14
306,1368,1
307,1369,1
308,1370,1
309,1371,5
310,1372,1
311,1373,1
312,1374,1
313,1375,65
314,1376,2
315,1377,2
316,1378,1
317,1379,1
318,1380,3
319,1381,1
320,1382,73
321,1383,8
322,1384,1
323,1385,1
324,1386,1
325,1387,1
326,1388,1
327,1389,1
328,1390,3096
329,1391,3476
330,1393,7
331,1394,8
332,1395,8
333,1397,6900
334,1398,1
335,1401,3100
336,1402,3083
337,1404,12
338,1405,1
339,1406,1
340,1407,9
341,1408,1
342,1409,1
343,1410,3
344,1411,650
345,1412,1
346,1413,1
347,1414,1
348,1415,1
349,1416,1
350,1417,1
351,1418,33
352,1419,2
353,1420,1060
354,1421,1074
355,1422,669
356,1423,1051
357,1424,1026
358,1425,17256
359,1426,719
360,1427,16562
361,1428,1049
362,1429,751
363,1430,1064
364,1431,1041
365,1432,1048
366,1433,783
367,1434,716
368,1435,690
369,1436,1047
370,1437,1051
371,1438,149
372,1439,1049
373,1447,1
374,1448,1
375,1449,1
376,1450,1
377,1451,1
378,1452,1
379,1453,1
380,1454,1
381,1455,3
382,1456,1
383,1457,4
384,1458,1
385,1459,1
386,1460,1
387,1462,1
388,1463,2
389,1464,40
390,1465,1
391,1466,48
392,1467,2
393,1468,2
394,1469,1
395,1470,1
396,1471,1
397,1472,1
398,1474,6
399,1475,1
400,1478,1
401,1479,9305
402,1480,7188
403,1481,3836
404,1482,1235
405,1483,4876
406,1484,15514
407,1485,1
408,1486,149
409,1487,15
410,1488,1
411,1489,1
412,1490,1
413,1491,5
414,1492,27
415,1493,1
416,1494,1
417,1495,4
418,1496,3
419,1497,1
420,1498,1
421,1499,20
422,1500,1
423,1501,2
424,1502,1
425,1503,22
426,1504,1
427,1505,1
428,1506,12
429,1507,5
430,1508,6
431,1509,1
432,1510,18
433,1512,1
434,1513,13
435,1514,9
436,1515,3
437,1517,8615
438,1520,1179
439,1521,8052
440,1522,16125
441,1523,17336
442,1524,1708
443,1525,17363
444,1526,981
445,1527,1372
446,1528,5583
447,1529,17398
448,1530,15774
449,1531,9847
450,1532,17003
451,1533,15905
452,1534,17015
453,1535,17411
454,1536,17370
455,1537,97
456,1538,11202
457,1539,701
458,1540,2384
459,1541,871
460,1542,17304
461,1543,1
462,1544,1
463,1545,1
464,1546,106
465,1547,1
466,1548,1
467,1549,1
468,1550,1
469,1551,27
470,1552,1
471,1553,1
472,1554,1
473,1555,2
474,1556,1
475,1557,1
476,1558,2
477,1559,2
478,1560,2
479,1561,2
480,1562,1
481,1565,111
482,1566,33
483,1567,124
484,1568,11
485,1569,3
486,1570,6
487,1571,15
488,1572,1
489,1573,1
490,1575,4
491,1576,1
492,1577,1
493,1578,49
494,1579,1
495,1580,4
496,1581,4
497,1582,6
498,1583,1
499,1584,2
500,1585,1
501,1586,5
502,1587,3
503,1588,1
504,1589,1
505,1590,2
506,1591,21
507,1592,1
508,1594,5
509,1595,3
510,1596,166
511,1597,1
512,1598,1
513,1599,46
514,1600,36
515,1601,1
516,1602,7
517,1603,2
518,1604,2
519,1605,1
520,1606,1
521,1607,1
522,1608,1
523,1609,1
524,1610,1
525,1611,2
526,1612,2
527,1613,2
528,1614,3
529,1615,3
530,1616,37
531,1617,1
532,1618,2
533,1619,2
534,1620,1
535,1621,12
536,1622,16512
537,1623,16499
538,1624,541
539,1626,1
540,1627,1
541,1628,1
542,1630,4
543,1631,1
544,1632,58
545,1633,12
546,1634,1
547,1635,1
548,1636,1
549,1637,12
550,1638,3
551,1639,226
552,1640,5
553,1641,2
554,1642,1
555,1643,1
556,1644,1
557,1645,1
558,1646,2
559,1647,1
560,1648,3
561,1649,1
562,1650,195
563,1651,6
564,1652,1
565,1653,21
566,1654,11
567,1655,3
568,1656,1
569,1657,1
570,1658,61
571,1659,36
572,1660,1
573,1661,1
574,1662,18
575,1663,6
576,1664,3
577,1665,6
578,1666,8
579,1667,11
580,1668,11
581,1669,10
582,1670,1
583,1671,14
584,1672,1
585,1673,206
586,1674,3
587,1675,3
588,1676,3
589,1677,1
590,1678,2
591,1679,3
592,1680,1
593,1681,3
594,1682,3
595,1683,1
596,1684,18
597,1685,20
598,1686,1
599,1687,5
600,1688,4
601,1689,7
602,1690,7
603,1691,7
604,1692,10
605,1693,1
606,1694,2
607,1695,2532
608,1696,2508
609,1697,2528
610,1698,8228
611,1699,773
612,1700,125
613,1701,117
614,1702,81
615,1703,8897
616,1704,3384
617,1705,2512
618,1706,1840
619,1707,2468
620,1710,12
621,1711,8
622,1713,1
623,1714,1
624,1715,1
625,1716,1
626,1717,1
627,1718,5
628,1719,1
629,1720,3
630,1721,2
631,1722,7
632,1723,1
633,1724,2
634,1725,5
635,1726,2
636,1727,2
637,1728,2
638,1729,1
639,1730,1
640,1731,1
641,1732,2
642,1734,12
643,1735,8
644,1736,1
645,1737,4
646,1738,27
647,1739,1
648,1740,1
649,1741,1
650,1742,11
651,1743,45
652,1744,1
653,1745,2
654,1746,17
655,1747,1
656,1748,1
657,1758,5
658,1761,21
659,1768,1
660,1771,1
661,1781,5
662,1785,1
663,1791,1
