,itemid,num_patients
0,3723,4839
1,3724,45
2,3725,69
3,3726,31
4,3727,247
5,3728,796
6,3732,2713
7,3734,5262
8,3735,3574
9,3736,1116
10,3737,795
11,3738,5138
12,3740,1435
13,3742,5192
14,3744,363
15,3745,2416
16,3746,872
17,3747,2742
18,3748,6
19,3750,783
20,3751,3
21,3754,5319
22,3755,81
23,3756,488
24,3757,520
25,3759,6288
26,3761,6364
27,3765,3382
28,3766,50
29,3768,5319
30,3770,5192
31,3771,5319
32,3773,438
33,3774,438
34,3775,438
35,3776,1
36,3777,439
37,3779,5192
38,3780,5319
39,3784,1127
40,3785,1119
41,3786,36
42,3788,10
43,3789,6222
44,3791,5192
45,3792,2741
46,3793,176
47,3796,174
48,3798,1
49,3799,6286
50,3801,288
51,3802,289
52,3803,2746
53,3807,14
54,3808,1324
55,3809,1435
56,3810,3066
57,3811,719
58,3816,320
59,3817,320
60,3818,273
61,3819,299
62,3822,322
63,3827,223
64,3828,158
65,3829,444
66,3830,447
67,3831,447
68,3832,444
69,3834,5723
70,3835,1348
71,3836,1440
72,3837,1348
73,3838,1440
74,3839,1438
75,4169,7861
76,4171,7861
77,4175,7861
78,4180,7861
79,4181,7861
80,4183,7861
81,4184,7861
82,4185,7861
83,4186,7861
84,4187,3942
85,4188,3942
86,4189,208
87,4191,27
88,4192,27
89,4193,41
90,4194,65
91,4195,27
92,4196,1400
93,4197,6130
94,4198,1
95,4199,1400
96,4200,5569
97,4201,1405
98,4202,1403
99,4203,1405
100,4204,5
101,4208,11
102,4209,86
103,4210,3
104,4212,7
105,4213,9
106,4214,1
107,4215,12
108,4217,49
109,4218,4
110,4219,19
111,4220,12
112,4223,14
113,4225,161
114,4227,30
115,4228,12
116,4230,44
117,4231,2
118,4234,2
119,4235,35
120,4236,7
121,4237,32
122,4238,280
123,4239,25
124,4240,13
125,4241,32
126,4243,22
127,4244,1
128,4246,4
129,4247,1
130,4248,1
131,4249,9
132,4250,3
133,4251,12
134,4252,39
135,4254,1
136,4256,82
137,4262,8
138,4263,4
139,4264,1
140,4266,1
141,4267,134
142,4268,1
143,4271,7
144,4272,9
145,4273,33
146,4278,17
147,4279,52
148,4281,25
149,4282,5
150,4285,1
151,4286,1
152,4289,4
153,4291,2
154,4292,3
155,4296,15
156,4297,2
157,4298,3
158,4299,20
159,4303,2
160,4304,1
161,4305,2
162,4310,20
163,4311,20
164,4312,3
165,4315,3
166,4319,2
167,4320,27
168,4321,4
169,4322,1
170,4326,65
171,4334,24
172,4340,67
173,4342,5
174,4347,19
175,4349,28
176,4350,8
177,4353,46
178,4354,9
179,4355,20
180,4360,1
181,4362,33
182,4363,1
183,4364,3
184,4365,1
185,4369,5
186,4370,93
187,4371,3
188,4372,80
189,4373,3
190,4374,1
191,4375,3
192,4377,20
193,4381,3
194,4383,22
195,4385,3
196,4386,4
197,4388,10
198,4389,20
199,4390,9
200,4391,3
201,4400,1
202,4406,6
203,4407,11
204,4410,9
205,4412,40
206,4414,12
207,4415,20
208,4417,1
209,4419,65
210,4420,7
211,4426,18
212,4428,1
213,4430,1
214,4433,3
215,4435,6
216,4436,8
217,4437,15
218,4441,1
219,4444,1
220,4445,10
221,4446,1
222,4448,1
223,4449,5
224,4451,1
225,4457,1
226,4458,1
227,4459,2
228,4461,3
229,4462,3
230,4466,11
231,4467,18
232,4472,5
233,4475,11
234,4476,12
235,4477,3
236,4478,4
237,4480,16
238,4483,1
239,4484,1
240,4486,1
241,4487,1
242,4490,2
243,4496,1
244,4497,1
245,4501,1
246,4502,1
247,4503,3
248,4504,162
249,4505,2
250,4508,1
251,4511,24
252,4513,15
253,4514,8
254,4518,2
255,4519,1
256,4520,2
257,4523,2
258,4524,7
259,4525,12
260,4526,2
261,4527,4
262,4532,3
263,4534,20
264,4538,10
265,4539,38
266,4540,7
267,4542,5
268,4543,3
269,4544,6
270,4545,16
271,4548,14
272,4549,36
273,4551,1
274,4553,2
275,4555,7
276,4556,31
277,4557,10
278,4560,8
279,4561,3
280,4562,1
281,4564,13
282,4565,1
283,4566,1
284,4568,82
285,4571,7
286,4576,2
287,4578,1
288,4579,4
289,4585,54
290,4587,6
291,4588,6
292,4590,6
293,4595,45
294,4597,7
295,4599,63
296,4601,11
297,4603,739
298,4604,2
299,4605,23
300,4606,5
301,4607,5
302,4613,3
303,4615,2
304,4617,6
305,4618,1
306,4619,12
307,4620,2
308,4622,24
309,4623,8
310,4625,40
311,4630,3
312,4632,9
313,4636,2
314,4638,1
315,4639,2
316,4641,52
317,4643,2
318,4645,1
319,4646,1
320,4647,3
321,4648,14
322,4649,6
323,4650,4
324,4651,5
325,4652,1
326,4654,57
327,4660,5
328,4661,1
329,4663,4
330,4666,2
331,4669,11
332,4670,2
333,4672,1
334,4674,1
335,4676,3
336,4677,12
337,4678,1
338,4679,1
339,4680,1
340,4681,2
341,4683,1
342,4684,9
343,4685,1
344,4686,1
345,4689,8
346,4692,2
347,4693,1
348,4694,1
349,4695,1
350,4696,2
351,4698,1
