,itemid,num_patients
0,2700,1
1,2702,1
2,2704,1
3,2705,1
4,2706,1
5,2711,1
6,2714,1
7,2715,1
8,2716,12
9,2717,3
10,2730,3
11,2731,1
12,2732,1
13,2733,1
14,2734,1
15,2736,1
16,2737,1
17,2739,3
18,2740,1
19,2741,1
20,2743,1
21,2744,1
22,2745,2
23,2746,1
24,2747,1
25,2748,1
26,2750,1
27,2751,1
28,2752,1
29,2754,1
30,2755,2
31,2756,1
32,2757,3
33,2760,1
34,2761,1
35,2762,1
36,2764,2
37,2765,1
38,2767,1
39,2768,1
40,2769,1
41,2770,1
42,2772,1
43,2773,1
44,2774,1
45,2775,1
46,2776,1
47,2777,2
48,2778,6
49,2779,4
50,2780,1
51,2783,2
52,2784,1
53,2786,1
54,2788,2
55,2789,7
56,2790,1
57,2792,4
58,2794,1
59,2795,1
60,2796,1
61,2797,1
62,2798,1
63,2800,1
64,2802,1
65,2803,1
66,2804,1
67,2806,1
68,2807,1
69,2808,1
70,2809,2
71,2813,1
72,2815,4
73,2819,1
74,2820,1
75,2821,1
76,2822,1
77,2823,6
78,2824,4
79,2825,2
80,2826,6
81,2829,1
82,2831,4
83,2832,2
84,2833,1
85,2834,3
86,2836,1
87,2838,1
88,2842,1
89,2848,1
90,2849,1
91,2850,1
92,2852,2
93,2854,2
94,2855,1
95,2856,1
96,2858,1
97,2860,1
98,2861,1
99,2862,2
100,2863,1
101,2865,1
102,2866,1
103,2868,1
104,2869,1
105,2870,1
106,2872,10
107,2874,1
108,2875,1
109,2876,1
110,2877,1
111,2879,1
112,2880,1
113,2882,1
114,2883,1
115,2889,1
116,2898,1
117,2901,1
118,2902,1
119,2903,1
120,2907,3
121,2908,1
122,2909,1
123,2910,1
124,2913,3
125,2915,1
126,2918,1
127,2919,1
128,2920,1
129,2921,198
130,2922,1
131,2924,4
132,2925,2
133,2929,3
134,2932,2
135,2933,1
136,2934,1
137,2935,7
138,2936,5
139,2937,5
140,2938,2
141,2940,1
142,2943,1
143,2944,1
144,2945,1
145,2946,2
146,2947,3
147,2948,1
148,2949,1
149,2950,1
150,2951,2
151,2952,1
152,2953,1
153,2955,1
154,2956,1
155,2957,4
156,2958,1
157,2959,1
158,2960,1
159,2961,1
160,2962,1
161,2963,1
162,2964,1
163,2965,1
164,2966,1
165,2967,1
166,2968,3
167,2969,1
168,2971,2
169,2972,1
170,2973,2
171,2974,1
172,2976,22
173,2978,1
174,2981,2
175,2983,1
176,2984,1
177,2985,1
178,2986,1
179,2987,2
180,2988,1
181,2989,1
182,2990,1
183,2992,1
184,2993,11
185,2998,1
186,3000,1
187,3001,4
188,3002,1
189,3003,1
190,3004,1
191,3005,1
192,3008,1
193,3009,1
194,3010,1
195,3011,1
196,3013,1
197,3014,17
198,3015,1
199,3016,1
200,3017,1
201,3018,1
202,3019,1
203,3020,1
204,3028,1
205,3029,2
206,3030,3
207,3031,2
208,3032,2
209,3033,8
210,3034,4
211,3036,6
212,3037,2
213,3038,1
214,3041,2
215,3042,1
216,3043,1
217,3044,1
218,3045,1
219,3046,1
220,3047,1
221,3048,1
222,3049,1
223,3050,5
224,3051,3
225,3052,2
226,3056,1
227,3058,5
228,3059,1
229,3060,1
230,3061,1
231,3063,1
232,3064,1
233,3066,1
234,3067,3
235,3068,1
236,3069,1
237,3070,1
238,3071,1
239,3072,1
240,3074,1
241,3075,1
242,3077,1
243,3078,1
244,3079,1
245,3081,1
246,3082,4
247,3083,1
248,3084,1
249,3086,1
250,3087,1
251,3088,1
252,3089,2
253,3090,1
254,3091,1
255,3094,1
256,3095,1
257,3097,1
258,3098,7
259,3100,2
260,3101,1
261,3102,1
262,3105,1
263,3106,1
264,3107,1
265,3108,1
266,3109,9
267,3110,1
268,3111,2
269,3112,1
270,3113,3
271,3114,3
272,3115,1
273,3118,1
274,3119,1
275,3120,1
276,3121,1
277,3122,4
278,3124,1
279,3125,1
280,3126,5
281,3127,1
282,3128,1
283,3131,5
284,3132,1
285,3134,1
286,3135,1
287,3136,1
288,3137,1
289,3138,1
290,3139,2
291,3140,1
292,3142,3
293,3143,2
294,3145,1
295,3147,1
296,3148,1
297,3158,1
298,3160,3
299,3161,1
300,3167,1
301,3168,7
302,3169,3
303,3172,1
304,3174,1
305,3175,2
306,3176,1
307,3177,1
308,3178,1
309,3179,1
310,3180,1
311,3181,1
312,3182,1
313,3183,1
314,3184,1
315,3186,2
316,3188,1
317,3189,1
318,3190,1
319,3191,1
320,3192,2
321,3194,1
322,3195,1
323,3197,1
324,3199,1
325,3200,1
326,3201,1
327,3202,3
328,3204,6
329,3206,1
330,3207,1
331,3208,1
332,3209,7
333,3210,4
334,3211,4
335,3212,4
336,3213,1
337,3214,1
338,3215,1
339,3216,1
340,3217,1
341,3218,1
342,3219,13
343,3220,1
344,3222,1
345,3223,102
346,3226,1
347,3228,1
348,3233,1
349,3235,2
350,3236,1
351,3238,1
352,3239,1
353,3240,1
354,3241,1
355,3242,1
356,3243,1
357,3244,1
358,3245,2
359,3246,1
360,3248,1
361,3249,25
362,3250,2
363,3253,1
364,3254,1
365,3256,1
366,3257,1
367,3258,1
368,3259,2
369,3260,1
370,3262,1
371,3263,6
372,3264,1
373,3265,3
374,3268,1
375,3269,2
376,3270,1
377,3271,2
378,3274,2
379,3277,1
380,3281,1
381,3283,1
382,3285,1
383,3286,4
384,3288,157
385,3291,5308
386,3292,3808
387,3293,5287
388,3294,3522
389,3295,3652
390,3296,19
391,3297,18
392,3298,11
393,3299,14
394,3302,12
395,3303,3808
396,3304,5148
397,3306,2074
398,3307,291
399,3309,4
400,3310,312
401,3311,1542
402,3312,7282
403,3313,7292
404,3314,2424
405,3315,2423
406,3316,1028
407,3317,1029
408,3318,1110
409,3319,1112
410,3320,1011
411,3321,1016
412,3322,1023
413,3323,1023
414,3324,332
415,3325,332
416,3326,363
417,3327,2098
418,3328,1904
419,3329,2417
420,3330,10
421,3331,1
422,3333,4423
423,3334,1
424,3335,4846
425,3336,2164
426,3337,1202
427,3338,5508
428,3339,5508
429,3340,5001
430,3341,4535
431,3343,48
432,3344,16
433,3345,138
434,3346,846
435,3347,17
436,3348,5830
437,3349,4
438,3350,39
439,3351,1070
440,3352,625
441,3353,7051
442,3354,18
443,3356,41
444,3358,17
445,3359,1
446,3362,57
447,3363,59
448,3364,10
449,3365,59
450,3366,1685
451,3367,331
452,3369,78
453,3370,469
454,3372,62
