,itemid,num_patients
0,8000,1
1,8001,1
2,8010,2
3,8011,3
4,8014,1
5,8019,1
6,8021,2
7,8025,1
8,8026,1
9,8027,1
10,8028,1
11,8031,1
12,8033,1
13,8034,1
14,8035,1
15,8037,1
16,8042,1
17,8044,1
18,8048,1
19,8053,1
20,8054,1
21,8058,2
22,8059,1
23,8060,1
24,8061,1
25,8067,1
26,8069,1
27,8070,2
28,8071,1
29,8072,1
30,8074,1
31,8078,1
32,8080,1
33,8083,1
34,8084,1
35,8087,1
36,8093,1
37,8099,1
38,8100,1
39,8101,1
40,8103,1
41,8104,1
42,8107,1
43,8109,1
44,8113,1
45,8115,1
46,8120,1
47,8125,1
48,8126,1
49,8128,1
50,8129,1
51,8133,1
52,8134,1
53,8137,1
54,8138,1
55,8139,1
56,8140,1
57,8141,1
58,8146,1
59,8147,1
60,8148,1
61,8149,1
62,8152,1
63,8157,2
64,8159,2
65,8169,1
66,8170,1
67,8173,1
68,8177,1
69,8178,1
70,8179,1
71,8181,1
72,8183,1
73,8186,1
74,8190,1
75,8192,1
76,8193,1
77,8194,1
78,8197,2
79,8199,1
80,8200,1
81,8204,1
82,8205,2
83,8206,1
84,8208,1
85,8209,1
86,8212,1
87,8218,1
88,8220,1
89,8225,1
90,8230,1
91,8233,1
92,8235,1
93,8240,2
94,8247,2
95,8253,1
96,8257,1
97,8258,1
98,8259,1
99,8262,1
100,8265,1
101,8266,1
102,8268,1
103,8270,1
104,8272,1
105,8273,1
106,8276,1
107,8279,1
108,8285,1
109,8287,1
110,8289,2
111,8290,1
112,8298,1
113,8299,1
114,8301,2
115,8304,1
116,8305,1
117,8307,1
118,8309,2
119,8310,1
120,8313,1
121,8314,1
122,8315,2
123,8317,1
124,8320,2
125,8321,1
126,8330,1
127,8331,2
128,8339,1
129,8342,1
130,8344,1
131,8345,1
132,8346,1
133,8353,1
134,8357,1
135,8360,1
136,8361,1
137,8362,140
138,8363,143
139,8364,3
140,8365,3058
141,8366,563
142,8367,15569
143,8368,14607
144,8369,3914
145,8370,1177
146,8371,3585
147,8372,89
148,8373,5852
149,8374,1605
150,8375,331
151,8376,47
152,8377,920
153,8378,3000
154,8379,1083
155,8380,2517
156,8381,21883
157,8382,12511
158,8383,1175
159,8384,437
160,8385,72
161,8386,253
162,8387,988
163,8388,12053
164,8389,1159
165,8390,11215
166,8391,790
167,8392,16911
168,8393,12279
169,8394,5743
170,8395,2269
171,8396,782
172,8397,254
173,8398,90
174,8399,33
175,8400,21428
176,8401,18512
177,8402,9503
178,8403,3249
179,8404,875
180,8405,61
181,8406,3251
182,8407,1716
183,8408,418
184,8409,203
185,8410,2414
186,8411,1165
187,8412,534
188,8413,252
189,8414,102
190,8415,30
191,8416,7092
192,8417,3466
193,8418,2980
194,8419,824
195,8420,207
196,8421,63
197,8422,6210
198,8423,2456
199,8424,1579
200,8425,528
201,8426,160
202,8427,53
203,8428,9372
204,8429,5917
205,8430,4035
206,8431,227
207,8432,63
208,8433,1014
209,8434,998
210,8435,2742
211,8436,1390
212,8437,4087
213,8438,2282
214,8439,483
215,8440,552
216,8441,21808
217,8442,64
218,8443,485
219,8444,244
220,8445,128
221,8446,220
222,8447,484
223,8448,6211
224,8449,1603
225,8450,577
226,8451,313
227,8452,30
228,8453,9
229,8454,10912
230,8455,173
231,8456,21400
232,8457,1836
233,8458,550
234,8459,197
235,8460,881
236,8461,287
237,8462,110
238,8463,1242
239,8464,412
240,8465,145
241,8466,13234
242,8467,13357
243,8468,3080
244,8469,1565
245,8470,837
246,8471,965
247,8472,1519
248,8473,942
249,8474,6315
250,8475,4202
251,8476,11644
252,8477,12254
253,8478,6071
254,8479,1175
255,8480,22016
256,8481,15
257,8482,3533
258,8483,846
259,8484,1957
260,8485,5448
261,8486,787
262,8487,814
263,8488,5436
264,8489,139
265,8491,2387
266,8492,8193
267,8493,756
268,8494,94
269,8495,1276
270,8496,10
271,8497,7
272,8498,157
273,8499,5146
274,8500,436
275,8501,403
276,8502,7291
277,8503,1332
278,8504,1022
279,8505,216
280,8506,1003
281,8507,1015
282,8508,327
283,8509,1
284,8510,3024
285,8511,133
286,8512,964
287,8513,58
288,8514,950
289,8516,479
290,8517,1467
291,8518,5219
292,8519,65
293,8520,59
294,8521,3917
295,8522,1128
296,8523,616
297,8524,242
298,8525,73
299,8526,1165
300,8527,186
301,8528,4
302,8529,5129
303,8530,11
304,8531,309
305,8532,4937
306,8533,16
307,8534,573
308,8535,4491
309,8536,6
310,8537,5490
311,8538,35
312,8547,8402
313,8548,6154
314,8549,14496
315,8550,296
316,8551,13255
317,8552,3442
318,8553,14339
319,8554,14453
320,8555,471
321,220045,17714
322,220046,17673
323,220047,17676
324,220050,8850
325,220051,8848
326,220052,8946
327,220056,9085
328,220058,9073
329,220059,2563
330,220060,2562
331,220061,2684
332,220063,2563
333,220066,2571
334,220072,5662
335,220073,5676
