,itemid,num_patients
0,220074,6117
1,220088,1301
2,220125,3
3,220128,3
4,220179,17518
5,220180,17518
6,220181,17508
7,220194,101
8,220210,17707
9,220224,11602
10,220227,6719
11,220228,19253
12,220235,11602
13,220245,9
14,220274,4051
15,220277,17699
16,220283,7
17,220292,9187
18,220293,9190
19,220339,9227
20,220507,414
21,220545,19292
22,220546,19254
23,220580,503
24,220581,3497
25,220587,9775
26,220602,19312
27,220603,1484
28,220615,19313
29,220621,19245
30,220624,1432
31,220632,7644
32,220635,18788
33,220644,9787
34,220645,19302
35,220650,670
36,220734,8864
37,220739,17657
38,220765,404
39,223679,2095
40,223751,16928
41,223752,16929
42,223758,12271
43,223761,17498
44,223762,2181
45,223763,774
46,223764,140
47,223765,153
48,223766,122
49,223767,353
50,223768,354
51,223769,17667
52,223770,17672
53,223771,180
54,223772,1387
55,223773,2167
56,223775,2
57,223830,11663
58,223834,14550
59,223835,10716
60,223872,3028
61,223873,9187
62,223874,9123
63,223875,9019
64,223876,9186
65,223900,17655
66,223901,17653
67,223958,2390
68,223960,2307
69,223962,2537
70,223963,356
71,224149,506
72,224150,505
73,224151,505
74,224152,505
75,224161,17663
76,224162,17663
77,224166,29
78,224167,499
79,224168,17662
80,224169,2401
81,224172,1211
82,224175,172
83,224178,228
84,224192,109
85,224309,242
86,224310,242
87,224311,242
88,224314,15
89,224315,21
90,224317,21
91,224318,14
92,224322,242
93,224328,1357
94,224329,1351
95,224330,1350
96,224331,823
97,224332,1308
98,224359,432
99,224363,1
100,224366,406
101,224367,211
102,224410,629
103,224411,277
104,224417,6012
105,224418,1079
106,224419,257
107,224420,165
108,224421,5036
109,224422,5037
110,224447,1176
111,224562,2533
112,224563,963
113,224564,6363
114,224639,10152
115,224641,17678
116,224643,476
117,224645,148
118,224646,165
119,224647,112
120,224652,242
121,224654,242
122,224659,2
123,224660,5
124,224661,771
125,224662,1759
126,224663,1305
127,224665,1268
128,224684,8587
129,224685,9171
130,224686,7930
131,224687,9199
132,224688,8605
133,224689,9055
134,224690,8926
135,224691,170
136,224695,9138
137,224696,7783
138,224697,9184
139,224700,5883
140,224701,8007
141,224702,124
142,224704,82
143,224705,284
144,224706,275
145,224707,270
146,224709,272
147,224710,235
148,224711,266
149,224726,1
150,224728,37
151,224738,8824
152,224743,38
153,224746,161
154,224747,161
155,224749,43
156,224750,35
157,224751,2550
158,224752,2320
159,224753,2284
160,224754,2230
161,224755,2235
162,224828,11601
163,224837,1831
164,224838,1644
165,224839,2457
166,224842,1318
167,224845,305
168,224846,2407
169,224855,86
170,224856,154
171,224895,534
172,224896,281
173,224897,176
174,224898,88
175,224899,58
176,224900,40
177,224901,18
178,224916,1551
179,224917,888
180,224918,539
181,224919,327
182,224920,191
183,224921,130
184,224922,71
185,224923,3292
186,224924,1879
187,224925,1138
188,224926,686
189,224927,402
190,224928,250
191,224929,147
192,224951,1476
193,224952,862
194,224953,525
195,224954,315
196,224955,188
197,224956,129
198,224957,72
199,225067,10268
200,225070,6777
201,225074,9379
202,225076,8352
203,225078,9306
204,225082,2578
205,225085,2548
206,225086,4919
207,225087,10866
208,225091,5460
209,225092,12539
210,225094,12175
211,225103,14871
212,225105,3970
213,225106,11204
214,225108,364
215,225110,9912
216,225112,4123
217,225113,10515
218,225117,6084
219,225118,11039
220,225122,9718
221,225124,9465
222,225126,10544
223,225129,5477
224,225133,5905
225,225142,170
226,225175,4946
227,225184,13041
228,225185,14351
229,225187,14381
230,225188,7658
231,225189,4936
232,225190,74
233,225191,92
234,225192,994
235,225206,4223
236,225209,1347
237,225210,8637
238,225228,957
239,225280,6641
240,225309,1640
241,225310,1621
242,225312,1668
243,225313,12000
244,225342,232
245,225358,1538
246,225389,110
247,225398,39
248,225416,10
249,225417,10
250,225418,10
251,225419,12
252,225420,11
253,225421,10
254,225422,19
255,225423,10
256,225424,20
257,225612,9619
258,225624,19312
259,225625,18072
260,225628,2403
261,225634,8727
262,225636,535
263,225637,3243
264,225638,3760
265,225639,8774
266,225640,8774
267,225641,8774
268,225642,8774
269,225643,8774
270,225651,1591
271,225656,1
272,225657,1
273,225664,14058
274,225667,9894
275,225668,11936
276,225671,1353
277,225672,4073
278,225674,2909
279,225677,18061
280,225684,1578
281,225690,9730
282,225692,270
283,225693,2367
284,225695,566
285,225698,11599
286,225722,1881
287,225723,241
288,225724,712
289,225725,251
290,225726,24
291,225728,72
292,225729,1461
293,225730,301
294,225731,14
295,225732,611
296,225734,29
297,225735,68
298,225736,11
299,225768,32
300,225771,258
301,225810,37
302,225980,221
303,225981,225
304,225989,75
305,225990,71
306,226062,2094
307,226063,2094
308,226092,146
309,226094,164
310,226096,122
311,226107,8653
312,226108,911
313,226109,2364
314,226110,235
315,226112,351
316,226113,5398
317,226114,1486
318,226115,2964
319,226116,115
320,226117,467
321,226118,842
322,226119,288
323,226120,65
324,226121,120
325,226122,47
326,226129,251
327,226131,41
328,226134,248
329,226135,418
330,226136,4355
331,226137,11113
332,226138,12753
333,226139,4231
334,226140,61
335,226169,7956
336,226170,13
337,226179,10790
338,226180,8628
339,226183,458
340,226184,431
341,226185,5318
342,226253,17583
343,226272,12
344,226329,1264
345,226473,2701
346,226504,76
347,226512,17708
348,226531,15394
349,226534,6218
350,226536,5717
351,226537,7902
352,226540,5913
353,226541,4
354,226707,10380
355,226730,10380
356,226737,8
357,226738,15
358,226739,14
359,226743,14
360,226744,14
361,226745,15
362,226748,15
363,226749,13
364,226750,7
365,226751,14
366,226752,12
367,226753,13
368,226754,10
369,226755,14
