,itemid,num_patients
0,4701,4
1,4702,3
2,4705,1
3,4706,8
4,4707,54
5,4708,6
6,4709,1
7,4712,1
8,4713,4
9,4715,2
10,4716,17
11,4718,1
12,4719,2
13,4720,1
14,4721,1
15,4722,1
16,4723,2
17,4724,1
18,4726,2
19,4727,1
20,4729,20
21,4732,11
22,4735,2
23,4736,1
24,4737,1
25,4738,3
26,4739,20
27,4740,2
28,4743,12
29,4744,2
30,4750,10
31,4753,2160
32,4755,1
33,4761,8
34,4762,2
35,4769,4
36,4770,3
37,4773,2
38,4783,6
39,4784,1
40,4788,11
41,4789,4
42,4790,3
43,4791,6
44,4792,13
45,4793,12
46,4795,13
47,4797,6
48,4799,3
49,4801,19
50,4803,1
51,4805,1
52,4806,6
53,4807,1
54,4810,18
55,4812,29
56,4813,13
57,4816,3
58,4817,6
59,4820,5
60,4821,1
61,4822,1
62,4823,2
63,4824,1
64,4833,1
65,4840,2
66,4842,1
67,4843,3
68,4844,18
69,4849,1
70,4850,10
71,4852,2
72,4855,6
73,4856,2
74,4858,4
75,4860,2
76,4862,7
77,4865,1
78,4867,49
79,4870,1
80,4871,2
81,4872,1
82,4873,1
83,4874,1
84,4875,27
85,4880,1
86,4887,3
87,4888,9
88,4889,45
89,4893,1
90,4894,1
91,4895,2
92,4898,2
93,4900,3
94,4901,2
95,4902,5
96,4905,11
97,4910,13
98,4911,12
99,4914,6
100,4915,1
101,4918,11
102,4919,1
103,4922,1
104,4925,3
105,4926,1
106,4928,1
107,4929,5
108,4936,2
109,4937,3
110,4941,3
111,4944,2
112,4946,1
113,4947,15
114,4948,10
115,4950,5
116,4951,4
117,4952,15
118,4953,4
119,4954,4
120,4955,1
121,4956,8
122,4957,2
123,4958,2
124,4960,9
125,4966,4
126,4968,1
127,4969,1
128,4970,6
129,4972,3
130,4976,3
131,4977,1
132,4986,14
133,4990,1
134,4994,6
135,5000,1
136,5003,1
137,5004,1
138,5012,13
139,5015,13
140,5016,1
141,5017,35
142,5020,12
143,5022,1
144,5024,8
145,5025,3
146,5026,1
147,5032,19
148,5035,146
149,5036,7
150,5039,1
151,5040,1
152,5042,1
153,5043,4
154,5045,14
155,5048,28
156,5049,1
157,5051,5
158,5055,2
159,5057,1
160,5060,2
161,5062,1
162,5063,2
163,5066,5
164,5067,2
165,5068,1
166,5071,1
167,5075,4
168,5077,1
169,5080,4
170,5083,1
171,5086,2
172,5088,1
173,5089,1
174,5096,1
175,5098,1
176,5099,1
177,5106,5
178,5110,1
179,5113,3
180,5114,2
181,5115,4
182,5119,1
183,5123,4
184,5128,1
185,5130,1
186,5133,1
187,5141,6
188,5142,1
189,5145,1
190,5152,1
191,5153,5
192,5155,1
193,5157,2
194,5159,1
195,5162,1
196,5164,1
197,5166,2
198,5167,1
199,5168,1
200,5186,1
201,5189,2
202,5192,5
203,5194,1
204,5195,2
205,5199,3
206,5200,4
207,5204,1
208,5205,1
209,5206,2
210,5210,1
211,5212,1
212,5213,3
213,5214,1
214,5215,2
215,5218,1
216,5220,1
217,5221,1
218,5226,1
219,5229,1
220,5234,1
221,5244,2
222,5245,1
223,5247,1
224,5248,7
225,5249,1
226,5257,1
227,5258,1
228,5259,1
229,5260,1
230,5261,1
231,5262,16
232,5263,1
233,5265,4
234,5273,1
235,5280,1
236,5281,4
237,5282,3
238,5283,3
239,5285,1
240,5289,1
241,5292,2
242,5293,5
243,5301,2
244,5309,4
245,5311,2
246,5316,1
247,5320,1
248,5321,3
249,5325,2
250,5329,1
251,5333,2
252,5340,4
253,5343,1
254,5346,1
255,5347,1
256,5353,5
257,5356,1
258,5361,2
259,5374,1
260,5380,1
261,5384,2
262,5386,1
263,5387,1
264,5388,1
265,5391,1
266,5392,1
267,5394,5
268,5395,1
269,5396,4
270,5401,1
271,5404,3
272,5410,1
273,5412,1
274,5413,2
275,5421,3
276,5431,4
277,5434,4
278,5435,2
279,5439,3
280,5441,1
281,5442,2
282,5450,3
283,5453,1
284,5455,4
285,5456,2
286,5461,6
